GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),DHSMICSGEOREGION (CODE),DHSMICSGEOREGION (DISPLAY),DHSMICSGEOREGION (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
WHS2_165,Distribution of causes of death among children aged <5 years (%) - Pneumonia,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2010,2010,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,24,24.00000,,,,,
WHS2_166,Distribution of causes of death among children aged <5 years (%) - Injuries,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2000,2000,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,3,3.00000,,,,,
WHS2_166,Distribution of causes of death among children aged <5 years (%) - Injuries,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2001,2001,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,3,3.00000,,,,,
WHS2_166,Distribution of causes of death among children aged <5 years (%) - Injuries,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2002,2002,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,3,3.00000,,,,,
WHS2_166,Distribution of causes of death among children aged <5 years (%) - Injuries,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2003,2003,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,3,3.00000,,,,,
WHS2_166,Distribution of causes of death among children aged <5 years (%) - Injuries,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2004,2004,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,3,3.00000,,,,,
WHS2_166,Distribution of causes of death among children aged <5 years (%) - Injuries,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2005,2005,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,3,3.00000,,,,,
WHS2_166,Distribution of causes of death among children aged <5 years (%) - Injuries,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2006,2006,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,3,3.00000,,,,,
WHS2_166,Distribution of causes of death among children aged <5 years (%) - Injuries,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2007,2007,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,3,3.00000,,,,,
WHS2_166,Distribution of causes of death among children aged <5 years (%) - Injuries,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2008,2008,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,3,3.00000,,,,,
WHS2_166,Distribution of causes of death among children aged <5 years (%) - Injuries,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2009,2009,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,3,3.00000,,,,,
WHS2_166,Distribution of causes of death among children aged <5 years (%) - Injuries,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2010,2010,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,3,3.00000,,,,,
WHS2_167,Distribution of causes of death among children aged <5 years (%) - Diarrhoea,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2000,2000,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,14,14.00000,,,,,
WHS2_167,Distribution of causes of death among children aged <5 years (%) - Diarrhoea,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2001,2001,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,14,14.00000,,,,,
WHS2_167,Distribution of causes of death among children aged <5 years (%) - Diarrhoea,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2002,2002,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,14,14.00000,,,,,
WHS2_167,Distribution of causes of death among children aged <5 years (%) - Diarrhoea,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2003,2003,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,13,13.00000,,,,,
WHS2_167,Distribution of causes of death among children aged <5 years (%) - Diarrhoea,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2004,2004,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,13,13.00000,,,,,
WHS2_167,Distribution of causes of death among children aged <5 years (%) - Diarrhoea,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2005,2005,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,13,13.00000,,,,,
WHS2_167,Distribution of causes of death among children aged <5 years (%) - Diarrhoea,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2006,2006,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,13,13.00000,,,,,
WHS2_167,Distribution of causes of death among children aged <5 years (%) - Diarrhoea,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2007,2007,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,13,13.00000,,,,,
WHS2_167,Distribution of causes of death among children aged <5 years (%) - Diarrhoea,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2008,2008,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,13,13.00000,,,,,
WHS2_167,Distribution of causes of death among children aged <5 years (%) - Diarrhoea,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2009,2009,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,13,13.00000,,,,,
WHS2_167,Distribution of causes of death among children aged <5 years (%) - Diarrhoea,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2010,2010,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,13,13.00000,,,,,
WHS2_168,Distribution of causes of death among children aged <5 years (%) - Measles,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2000,2000,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,3,3.00000,,,,,
WHS2_168,Distribution of causes of death among children aged <5 years (%) - Measles,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2001,2001,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,4,4.00000,,,,,
WHS2_168,Distribution of causes of death among children aged <5 years (%) - Measles,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2002,2002,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,4,4.00000,,,,,
WHS2_168,Distribution of causes of death among children aged <5 years (%) - Measles,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2003,2003,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,4,4.00000,,,,,
WHS2_168,Distribution of causes of death among children aged <5 years (%) - Measles,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2004,2004,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,5,5.00000,,,,,
WHS2_168,Distribution of causes of death among children aged <5 years (%) - Measles,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2005,2005,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,5,5.00000,,,,,
WHS2_168,Distribution of causes of death among children aged <5 years (%) - Measles,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2006,2006,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,5,5.00000,,,,,
WHS2_168,Distribution of causes of death among children aged <5 years (%) - Measles,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2007,2007,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,3,3.00000,,,,,
WHS2_168,Distribution of causes of death among children aged <5 years (%) - Measles,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2008,2008,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,4,4.00000,,,,,
WHS2_168,Distribution of causes of death among children aged <5 years (%) - Measles,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2009,2009,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,4,4.00000,,,,,
WHS2_168,Distribution of causes of death among children aged <5 years (%) - Measles,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2010,2010,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,3,3.00000,,,,,
WHS2_170,Distribution of causes of death among children aged <5 years (%) - HIV/AIDS,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2000,2000,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WHS2_170,Distribution of causes of death among children aged <5 years (%) - HIV/AIDS,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2001,2001,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WHS2_170,Distribution of causes of death among children aged <5 years (%) - HIV/AIDS,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2002,2002,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WHS2_170,Distribution of causes of death among children aged <5 years (%) - HIV/AIDS,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2003,2003,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,1,1.00000,,,,,
WHS2_170,Distribution of causes of death among children aged <5 years (%) - HIV/AIDS,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2004,2004,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,1,1.00000,,,,,
WHS2_170,Distribution of causes of death among children aged <5 years (%) - HIV/AIDS,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2005,2005,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,1,1.00000,,,,,
WHS2_170,Distribution of causes of death among children aged <5 years (%) - HIV/AIDS,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2006,2006,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,1,1.00000,,,,,
WHS2_170,Distribution of causes of death among children aged <5 years (%) - HIV/AIDS,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2007,2007,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WHS2_170,Distribution of causes of death among children aged <5 years (%) - HIV/AIDS,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2008,2008,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WHS2_170,Distribution of causes of death among children aged <5 years (%) - HIV/AIDS,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2009,2009,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WHS2_170,Distribution of causes of death among children aged <5 years (%) - HIV/AIDS,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2010,2010,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WHS2_171,Distribution of causes of death among children aged <5 years (%) - Other diseases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2000,2000,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,13,13.00000,,,,,
WHS2_171,Distribution of causes of death among children aged <5 years (%) - Other diseases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2001,2001,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,13,13.00000,,,,,
WHS2_171,Distribution of causes of death among children aged <5 years (%) - Other diseases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2002,2002,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,12,12.00000,,,,,
WHS2_171,Distribution of causes of death among children aged <5 years (%) - Other diseases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2003,2003,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,12,12.00000,,,,,
WHS2_171,Distribution of causes of death among children aged <5 years (%) - Other diseases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2004,2004,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,12,12.00000,,,,,
WHS2_171,Distribution of causes of death among children aged <5 years (%) - Other diseases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2005,2005,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,12,12.00000,,,,,
WHS2_171,Distribution of causes of death among children aged <5 years (%) - Other diseases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2006,2006,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,11,11.00000,,,,,
WHS2_171,Distribution of causes of death among children aged <5 years (%) - Other diseases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2007,2007,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,12,12.00000,,,,,
WHS2_171,Distribution of causes of death among children aged <5 years (%) - Other diseases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2008,2008,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,11,11.00000,,,,,
WHS2_171,Distribution of causes of death among children aged <5 years (%) - Other diseases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2009,2009,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,11,11.00000,,,,,
WHS2_171,Distribution of causes of death among children aged <5 years (%) - Other diseases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2010,2010,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,11,11.00000,,,,,
WHS2_174,Distribution of years of life lost by broader causes (%) - Injuries,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=90,,,,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,13,,,,,,
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2000,2000,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,18,18.00000,,,,,
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2001,2001,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,18,18.00000,,,,,
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2002,2002,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,19,19.00000,,,,,
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2003,2003,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,19,19.00000,,,,,
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2004,2004,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,19,19.00000,,,,,
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2005,2005,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,19,19.00000,,,,,
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2006,2006,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,19,19.00000,,,,,
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2007,2007,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,20,20.00000,,,,,
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2008,2008,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,20,20.00000,,,,,
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2009,2009,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,20,20.00000,,,,,
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2010,2010,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,20,20.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2000,2000,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,8,8.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2001,2001,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,8,8.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2002,2002,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,8,8.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2003,2003,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,9,9.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2004,2004,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,8,8.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2005,2005,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,8,8.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2006,2006,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,8,8.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2007,2007,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,8,8.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2008,2008,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,8,8.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2009,2009,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,8,8.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2010,2010,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,8,8.00000,,,,,
WHS2_516,Distribution of causes of death among children aged <5 years (%) - Congenital anomalies,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2000,2000,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,5,5.00000,,,,,
WHS2_516,Distribution of causes of death among children aged <5 years (%) - Congenital anomalies,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2001,2001,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,5,5.00000,,,,,
WHS2_516,Distribution of causes of death among children aged <5 years (%) - Congenital anomalies,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2002,2002,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,6,6.00000,,,,,
WHS2_516,Distribution of causes of death among children aged <5 years (%) - Congenital anomalies,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2003,2003,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,6,6.00000,,,,,
WHS2_516,Distribution of causes of death among children aged <5 years (%) - Congenital anomalies,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2004,2004,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,6,6.00000,,,,,
WHS2_516,Distribution of causes of death among children aged <5 years (%) - Congenital anomalies,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2005,2005,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,6,6.00000,,,,,
WHS2_516,Distribution of causes of death among children aged <5 years (%) - Congenital anomalies,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2006,2006,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,,,,6,6.00000,,,,,
