,Review,Star
66,"I purchased an M51 today, and to my surprise the WiFi connectivity was too bad. My 2 year old Honor tablet and all other phones in my house (Realms 5, X2 pro) are giving so much better range in the same place, so no router issue. It is difficult to get decent speed even in the adjacent room to the router. Tried basic troubleshooting by resetting network settings and all but nothing works. Very Disappointed.Also noticed that th signal drops too drastically when I tilt the phone down. I know it happens in all devices to some extent, but here it goes from four bars to just one.",5.0
67,Excellent device.. just go for it.. I didn't find anything bad in this set. Everything is upto satisfaction. Battery backup is wawo and have awesome display.. thanks Amazon for timely delivery and a big clap to Samsung.,5.0
68,"I had started a search for a Samsung phone to replace my well performed Samsung A8 phone. I started by looking for M31, then M31s, and then had a look at M51, which was really not on my radar. But the reviews told me that Snapdragon 730 on M51 works better than Exgynos on M31s. So I read all the reviews of the experts, and decided to go for M51.I was not sure how this product would be, but after using it for the last 5 days, am very happy to say that my fears were unfounded. I ordered it on 18 Sept. 2020, the opening of the sale, and got it delivered 2 days later in perfect and untampered condition. I have a 8Gb 128 Gb blue colored M51.Let's start by the pros1. DisplayThe moment M51 comes to life, after doing the initial formalities, the display on the screen truly blows you away. It's AWESOME, and is clearly a prominent highlight.Another feature is that when you lock the phone, and just click on the side fingerprint button, just to see the time, and not really unlock it, you get a new picture of nature, every single time. The pictures are from all over the world, be it Switzerland, Himachal Pradesh, Kerala, Indonesia, USA, Canada, Sweden, New Zealand...You name it, beautiful pictures of mountains, rivers, caves, lakes, beaches, islands...It is indeed very picturesque in its beautiful display.Another good feature, is that the Calender displays all the festivals and holidays, so you don't have to search for the upcoming festivals in Google.2. BatteryI was skeptical about the tall claims of Samsung, but after using it since 20 Sept. night, I can clearly say that the claims are true. I am not a heavy game user, so for me, on a single charge, the phone easily lasted 2 days.The 25 W battery charger is truly fast, within a few minutes, you can see that the charging percentage has shot up really fast. So, the battery will take at the most 2 hrs to fully charge.Yet another thing, is that the battery holds on to its own, doesn't drain away just like that. So a single full charge will keep your mind easy.3. SpeedI am not a technical person, so won't go into the specifics of it. All I can say is that the phone is VERY FAST. No lag anywhere. Again, as I am not a heavy game person, so I can't comment on the performance there, but for an average Joe like me, doing day to day office and personal work, with a bit of Landscape game and YouTube movies and videos thrown in, the phone does amazingly well. No hang anywhere.I have a fibre network at home with 100 Mbps speed, both download and upload, and coupled with the features of this phone, uploading even a 70 MB or 80 MB document is very very fast. That was not the case with my previous phone, Galaxy A8 with the same broadband speed.4. PicsI havent taken many pics, so can't really comment there. Have taken a few indoor shots, and the pics came out quite good. Have to do outdoor shoots and selfies, but am expecting them to come out amazing. Hope to post again with pics.5. VideosWith its wide shape, watching a movie or a video on this phone, is really very good. The 6.7 inch screen gives you the best possible viewing. Of course, it can never match the viewing experience on a laptop or a big LED TV, but given that it's a phone, it's very very good. If you plug it to a good Bluetooth speaker, the movie experience is actually amazing.6. WeightThere was a lot of talk regarding the weight, that it's on the heavier side. Shifting from A8, the phone is, yes, a bit heavy, but only a bit. The weight is evenly distributed, so it won't feel heavy after some days of use. At 213 gms, it's still lighter than a thick hardbound book. It is all about how you handle it.7. Size and feelWhat Samsung has done, and I am comparing it with my A8, it has taken up all of the side spaces, and included it in its screen size. So, when I compared the M51 with A8, both from Samsung, side by side, the actual difference in size was not much.A8 has a 5.7 inch screen, M51 has a 6.7 inch screen, but this difference does not mean that the phone size becomes enormous, quite contrary to my fears. With all the side spaces of A8 included in the screen, putting even the front camera inside the screen, the end product is a phone which DOES NOT FEEL LARGE.In fact, anyone who has used a 5.7 inch phone, will not feel that it is bulky, even girls and ladies can use it with ease.8. Fingerprint readerIt is VERY FAST. Samsung claims a time of 0.21 seconds for the fingerprint to operate, and I can tell you that the phone opens up the moment you touch your thumb there. So no issues there.9. SoundThe speaker is quite loud. If you don't want to use earphones, then the speaker does a good job. I have used the speaker mode for calling, as also for seeing videos, and it was loud and clear.Sound is loud and clear during phone calls in normal mode too, so couldn't find any issues there.Cons1. Charging cableIf I have an issue, it's that the length of the charging cable is a bit on the shorter side.Also, the C type charging pin is wider than those of the normal chargers , and so, different from my A8 and other normal Android phones that I have at my home. So it is useless for reverse charging as the charging pin will not fit on any of the Android phones that I have.2. SmudgesIn the reviews that I had seen, a lot has been spoken about the smudges of fingerprints that are left at the back of the phone. And yes, I will concede that.I have the blue phone, and it does leave fingerprints on not just the back, but also the front, but it's OK. Who keeps looking at the back, at least I don't. If I keep it on the table, or bed, I can't see the back. And that's the end of it.On the front, once you switch on the screen, the fingerprints can't be seen in the brilliant display. But in the screen off position, it can be, so you may as well wipe it with a soft and moist cloth.Not so much of a con for me personally.3. LooksThe look is good, but it isn't a wow kind of a phone, or something to show off to your friends. The back gives a glassy look, but the phone itself doesn't have a classy look.But then, it is not an issue for me. For me, the performance matters and so the looks are secondary.Again, not really a con for me.4. PriceAmazon offered a discount of Rs. 2000/- on HDFC cards in the opening 3 days of the sale, so the blue colored 8Gb 128 Gb phone came to 24,999/-. So, as of now, the actual price would be 26,999/-. So that's 1 short of 27k.Many would say the price is on the higher side. If you compare it with similar Chinese made phones of other brands, maybe yeah. But then I was quite clear on going towards Samsung.Its a one time investment, for hopefully the next 3-4 yrs, and yes, I could afford to buy it, so, under the circumstances, I would say that it's a great buy. It will pinch the pocket a bit, as it is above 25k.ConclusionIf you can afford it, and want a non Chinese android or a non Apple brand, then go for it.Eyes closed.",2.0
69,"Bought this phone for like 25k. At this price range no other phone can give this kinda experience. This phone gives more than what i expected from a 20k range device. 730G is so smooth so that it can kinda compete with the the flagships. Camera quality is awesome, 64mp visual is so damn good and the same quality is given for the wide angle, macro too is good in my opinion. In the night time,i say it's above average.not that much best in the class.but with google camera module,it will be alright. and last the battery backup. DAMN!! blew my mind with the 7000mAh!!! and at this price 7000!!! i got around 16hr Screen-on-time and i got to charge the phone for only one time in 2 days. 0 - 100 will be around 1.5 to 2hrs. and for a 7000mAh battery to get charge fully in 2hrs i super awesome compared to all other phones in the world. overall this is a nice package at around 25k. I'm totally satisfied with this device.",1.0
70,"Detailed review--PRICE:-After Getting 2000 Rupees Discount from HDFC Bank Credit Card, Net Cost of phone comes out to be 23118/- (including 118 rupees screen guard), which is a nice deal considering the specs of the phone and brand trust from Samsung.BUILD QUALITY:-Superior, as it matches any S series flagship premium in classy look, strong built for this amount. I find the large display of the phone is quite good to handle as it is well managed for one hand use also.DISPLAY & FINGERPRINT:-With Samsung Super AMOLED Plus display you can truly trust the amazing view angle and see the visible difference from Phone Screen of Chinese brand phone. I found it reliable for movie/ Video watching without any distraction and due to Infinite O display which gives Full Screen Ratio. Fingerprint on the side is much faster than I expected. It doesn't take a second also to open the phone screen. Even Face Unlock feature is also very fast.BATTERY:-The main benefit of this Phone is its massive 7000mAh battery which gave me enough power for continuous 2 days and still 48% battery is pending.PROCESSOR:-With its blazing fast speed and low battery consumption, I must say, SD 730G with ONE UI optimization works wonderfully for every task. I have not faced even a millisecond lag in Call of Duty or ASPHALT-9  games, even in the high Graphics setting of these games.SOUND QUALITY:-The speaker of this Samsung phone is much improved than earlier Samsung phone J7 Max (as earlier I have used this phone extensively). With Boat headphone, you will experience pure Dolby Atmos with clear precision and crystal clear bass effect, the pleasant sound that your ear wants to listen.Finally, Thanks Amazon for Safe and on time delivery of the phone.",1.0
71,"""Samsung M51"" the first 7000mAh battery in Samsung history, a Midrange-Flagship due its premium built quality as well as packed average yet powerful processor and useful features like Knox protection, NFC, WiFi Calling & Dolby Atmos etc. Here goes my verdict after using it for a half month.CAMERA = Felt unexpected Clarity & depth saturated quality in images. Even night mode is average. The 64 megapixel is as it is came out well. Due to developed sensors the image quality is above average well. 64Mp & Macro shots are OSM crisp clear & depth quality. Good at this price.DISPLAY = Truly immersive SuoerAmoled Plus 6.7 inch to your eyes. The punch hole O-Infinity display is delight with 86.6 screen to body ratio is delight for any eyes or movie buffers. The WideScreen makes the movie or video recording amazingly Full filling edge to edge watching experience.BODY/BUILD QUALITY  = A premium body segment. The back is OK glastlic to avoid weight & front has Safe Gorilla glass 3.  No cons here also.BATTERY  = With a monstrous battery 7000mAh, I find it comes for 4 days with less gaming but high gaming means 3 days within. I am still surprised, how Samsung has manage the weight of the mobile it's not feeling bulky hammer in hand. Thank God. Moreover you are getting a 25W Super Fast charger in the box with reverse charging cable C+C types. Means you can charge other mobile with your M51 in case of emergency as PowerBank.CONNECTIVITY = I felt no issues so far. The Call Quality & Video HD Calling, meets the average.  The WiFi Calling is also average clarity thanks to the developers after 1 quick update I got all calls and WiFi Speed more as expected. Some intelligent typing features also added this time in M51.SOUND = I found amazing full bass HD Dolby Atmos sound in the earphone. But the Speaker is loud & clear it is average & mid stereo speaker no complaints for the given budget.PROCESSOR & MEMORY= Packed with 730G new advanced Snapdragon chipset. Ideal for those high end games & multi tasking. I am fully satisfied with its lag free speed tasking. Clock speed of processing task increases more due to LPDDRW4 series of RAM. Internal is 128GB, which can be increased upto 512GB with dedicated memory slot for MSD which can be expanded upto 512gb.My overall experience is fully satisfied with M51, in the given budget. Just Go For it..... My sincere thanks to Amazon & the Seller for safe packed delivery.",1.0
72,"After 4 days of use I can sayPros:processor, camera, display, battery are best.Cons:Sound not so loud but not bad.UI utilization is good but not like A series as M 51 has one ui core 2 not one ui 2 version. some features you will not get like Knox secrutiy,samsung pay etc.",1.0
73,"I will only attempt to grade the device as per 2 weeks of use, so the parameters won't be exhaustive.1. Network/WiFi - 3/5Relatively low range for WiFi (catches less networks) , but once connected the speed was fine. 4g speed is pretty smooth too. No problems whatsoever with call quality.2. Camera - 4/5Haven't used it often enough to really judge it.3. General Performance - 4/5The processor seems good enough to handle normal functioning. Some games seemed to stutter a little but pretty decent overall.4. Build and size- 4/5Contrary to other reviews, I don't find it bulky at all. Looks pretty slick and sturdy at the same time. The 6.7 inch is made possible with a larger screen to device ratio.5. Battery - 5/5Just amazing. Kills everything else with the 7000 mah battery and relatively fast charging time. Lasts for 2 days with light to moderate usage.6. Display - 5/5The best part about this phone. The superamoled shines through and any viewing is a delightful experience. Can't take your eyes off the screen.7. General Intelligence - 2/5This Is where I found the phone lacking compared to others. Some simple accessibility features are not available (eg. Seperate notification sounds for different apps.) But since most such problems can be overcome by 3rd party apps, so not much of an issue.8. Sound - 4/5Deducted one for the poor external speaker output. Sounds excellent on headphones.Overall, a bit pricey but very good phone. Buy it if1. You want to boycott Chinese.2. Have a thing for long battery life3. Multimedia viewingPS: Had earlier received a defected piece with a faulty WiFi which could not pick up signals beyond 5-6 feet. Replacement process was a bit tedious with a dubious technician visit being scheduled and so on, but got the product replaced eventually in 6 days.",4.0
74,Pathetic quality by samsung. Sreen of the phone went off and blurred within one month after buying. Not expected at all the quality of product by Samsung.  Just brought this phone in name of Samsung although many options were there including One plus Nord (which many of my friends insisted but I regret not buying one plus nord).  Price of the phone decreased within one month after its release which also i regret.,4.0
75,"In one word this device is just ""Wow""Detail review :1. The screen is best in class , super amoled of samsung has its own charm . It is a super amoled plus which consumes less power as compare to other amoled.2. Camera quality is amazing .  64 mp works really good . What I like the most is macro lens . It works so nice and if you use some external lens . Its above best .3. Battery. Does anyone have to say anything about it knowing that it's the only 7000 mah phone . Battery gets full charge within 1.5 hours and can also charge your other devices if needed using reverse charge feature .4. Performance . The performance is very nice . I have over 60 apps on my phone and it run them all smoothly . I also have 2 heavy games . Used to play PUBG and COD and this phone easily run both without lag and with heavy graphic settings .5. It also have separate memory card slot other 2 slim slots and also have a headphone jack unlike Nord and many other phones coming out these days .Overall it is a great phone and infact it is better than Nord and realme x3 in almost every case .",4.4
76,I'm  using this phone  for  last few days here is my reviewWhats good 👍 😎1.Battery last 2days normal usage with Netflix 6 hours it last 11/2 days thats awesome2. Battery  charging time is good in 2 hrs 7000mah3.Good screen awesome  display4.dolby sound in outside speaker output goodDecent1.Camera quality2.Processor speed no hanging or heating  issue while charging  or multitasking(Like samsung  made a good move by moving away from exnos)BAD1.Heavy phone 215 gms2.low built  quality3.corning gorilla glass 3 (oh come on samsung)4.no case or temper glass on box(really!!?? After giving cgg 3 and at 23k)But overall I chose this above other phones because  of  battery camera and screen,5.0
77,Review from Hardcore samsung user.Terribly upset of this devise. M51 within 2 months some issue with motherboard and interface. Battery was not showing actual 7000 Mah monster show. Am just reaching Mumbai to get ot repaired as phone is dead now. Terribly sad and upset of this mobile.,1.0
78,"After using phone for a week below are the pros and the cons,Pros: -- The design is good and the weight is balanced feels good while operating-- The battery lasts long after full charge.-- The camera quality is very good and many good features to look for.-- The FHD + Super AMOLED+ display do justice to HD videos-- The phone is very fast with  Snapdragon 730G(2.2Ghz 8core processor) and 8GB ram and no over heating problem after playing high graphic games.Cons: -- The phone's battery is 7000 mAh but I think it may be less than that.-- The back is plastic and it may loose its shine so back cover is needed to keep the shine and phone protected.-- no headphones provided and no screen guard for the phone",1.0
79,"One of the best Phones available at present in India at this Price,Whats Good - Great Photo Capture, Looks of the Phone are quite impressive, Battery back up you will never have to worry, Super Amex Plus Glass Display allows best quality Video and Gaming, Speed Ease of Controls are awesome, Super fast Gaming and yet to be experience with licence to go long and play to the fullest with monster Batery.Limitations - Plastic Back but a good Spigen Case can solve this issue.Overall its More than Value for Money",5.0
80,"Chinense manufacturer is far ahead of ssamsung in providing best feature to his customer, after purchssing this samsung M51 I diapponted to see that most of the even basc feature is unavailable in this phone",4.0
81,"I was waiting for this mobile eagerly and bought it as soon as sale started. The Electric Blue is glassy and holds the fingerprints but that's not a problem at all. Let me list down my view after using it for 4 days.1. Battery wise it's definitely an advantage which is lasting longer since it has 7000mAh.2. Another thing I like is the camera clarity. On day light it captures the best. The post processing is very good. On low light it is not great but it will not disappoint.3. Display is good. I am using Infinity O  for the 1st time so having bit trouble seeing the hole while playing the game.4. Processor wise Qualcomm Snapdragon 730G. Even though we are getting better SD processors from other brands(chinese), this doesn't disappoint as it has 2.2GHz, Octa core processor. With 8nm design it's power efficient.5. Before purchase I had doubt if side fingerprint is good or not as I am habituated to back fingerprint, but side is really good and in fact better than side. Only problem I see is it allows only 3 fingerprints to register. If it's more than it will be better.6. Charging wise it's taking little more than 2 hours as wifi/mobile data is on during charge. But 25W charger is definitely helps.7. One more good part is it gives dedicated slot for the expandable memory. So, we no need to sacrifice 2nd sim for it.8. Memory read write speeds are less compared to OnePlus nord but that should be okay if the applications that are running doesn't take more than 6GB/8GB RAM as paging is avoided.9. Software is good. Earlier I am an user of Xiomi and always have fear of data theft or misuse, now with this mobile I don't need to worry about it.Overall I am happy to have this mobile and I recommend it if you are looking in this price segment.",4.0
82,"Everyone knows about Pros,I'm here to point out few limitations of this device..1) accidental ghost touches while typing on virtual keypad holding right hand side of the phone, maybe some sensors are placed there, getting blocked..2) loudspeaker should be louder enough.3) rear camera should have focus locking for moving objects.4) very thin amoled panel, low quality, sensitive to accidental damage, physical breakage.. easily develops cracks, and scratches even on rear side5) no support for carrier aggregation or 4G+",5.0
83,I didn't like this processor with Samsung mobile. Its 8gb ram but damn slow than other samsung exynos 9611 processor. I didn't like the product felt that got defective piece or processor is not good. Tried to call to Amazon customer care they were not responded properly and diagnostic test was not working when I tried. Totally i upset about this handset and with amazon service too. They are not replaced my handset and they were not picked my call. I sold it very less price outside. Totally amazon is giving worst service nowdays.,5.0
84,"Just 1&half month back i got this disaster monster phone...really prove monster for me  in sake of Super anmoled displayed i go with brand now that the reason i hate more now... unfortunately on y 1st slip of phone from hand just 1 feet over sand .... screen got cracked even cover with tempered glass & back cover ... such a disaster of 😪 Rs 7800 i come know when reach service center.... truly pathetic product in term of screen quality its seem like lava & Micromax protection even they r better... 1st & last purchase of me wid samsung, earlier use mi 2 time, 1 time moto ,1 time blackberry, 1 time nokia not face any issue.A phone with 24k should give  complimentary 1time screen replacement or insurance for 1 time damaged.come on Guy's brand k toh lihaz rklo.kya sensitive display bnaye h...If many of u guys still want to go wid samsung..  purchaseinsurance or either keep bum mh dam of Rs 8 to 9k depend on model no.Recommend for Mi for better specifications & same features with lower price in same  segments .",1.0
85,"Well, the product is decent for the price it's offered for. Camera is fantastic, no comments about that.Pros:1. Amazing camera, lots of details in photo, even in night, the quality of photo is really good (when used night mode)2. Videos are crisp and vivid3. Performance is very good, all thanks to snapdragon processor4. Display is mesmerising! Just loved it. One will definitely fall in love with sAMOLED+ display5. Fast chargingCons:1. Phone heats up sometimes2. Even thought they claim that it has 7000mAh battery, it doesn't live up to the expectations. Drains pretty fast. Not sure whether battery is 7kmAh or it is software issue. In both the cases it must be fixed3. Non availability of phone case. Samsung could have provided basic silicon case for phone until the phone cover is made available in the market.4. Secure folder is not available, Samsung pay is missing! Come on, when you are giving all these features in A51 which costs 22k, why not in this phone?5. Highly expexted Alt Z feature is missing.6. Complete knox feature is not availableOverall, a really good phone. Easy to handle, feels really premium, you will definitely fall in love with design and display. Recommended!",1.0
86,Product received  in good condition but stopped working after 45 days. Visited Samsung service centre at Jaipur at Metro piller no 78 Shyam nagar. Samsung Engineer behaviour was so pathetic. He tried his best to avoid warranty liabilities. First he told to visit after 02 days then started pointing out some colour fade on back cover of mobile. After insisting hard n firefighting of 1 hr he agreed to inspect phone internally. Finally no fall impact detected after inspection neither any scratch on phone. They accepted the product for repairing with condition that they will first clarify on the faded back cover then only this will come under warranty. While faded back cover clearly indicates the colour coating/ manufacturing fault. overall Very pathetic experience. Felt like they are treating us as a fraudester Feeling guilty to buy Samsung product.. Samsung need to work on his service centre..What a response from samsung? They have denied the service under warranty due to faded colour on back cover... which is their manufacturing fault.. Very bad experience will never go for Samsung again..,2.0
87,Its been 5 days. At first  the device was performing  good. But later the battery doesn't  last a day so much for its 7k mah. Lot of samsung apps draining  the juice in the background. Poor service /customer  support.Few apps like hotstar doesn't  work. Apps work only over wifi and when connected  on mobile network  the speed is too poor. Thought  it was my network  issue. But when the sim is transferred  to other device download  speed was good. Something  wrong with this device network  is not great.,4.0
88,"My mobile all of sudden went dead and hilarious part is when you think of service under warranty. I have wondered 3 service centers in nearby areas and all I have to hear by engg/executives there is ,""this is common issue in M and A series, the display got damaged on its own and it wont be covered under warranty.""The real eye opener is when you see plenty of customer for same issue and all are just hitting their head on wall hearing this.",1.0
89,The phone is premium looking with great features. The most important factor is the battery which easily has juice for 2days for moderate usage.  The screen is really nice with good depth in the colors and sharp contrast unlike the previous M series.  The camera is impressive with the Sony sensor that provides crisp pictures via both front and rear cameras.  The processor is great with seamless experience during multitasking.  Sound output is commendable as well with clear distinction in shrillness at max volume.  Overall this is a Monster from Samsung!!!,2.0
